id,year,date,primary_weapon,threat_type,flee_status,was_mental_illness_related,body_camera,race,gender,age,city,county,state,agency_name,agency_type,agency_ids,latitude,longitude,location_precision
9100,2023,2023-04-09,unknown,threat,unknown,0,0,unknown,male,,unknown,Lincoln,MS,Lincoln County Sheriff's Office,sheriff,15687,37.09024,-95.712891,GoogleLocated_APPROXIMATE
9093,2023,2023-04-10,gun,shoot,foot,0,0,Hispanic,male,31.0,Salem,Marion,OR,Oregon State Police,state_police,524,44.9428975,-123.0350963,GoogleLocated_APPROXIMATE
9095,2023,2023-04-10,knife,threat,not,0,0,unknown,male,31.0,Nogales,Santa Cruz,AZ,Nogales Police Department,local_police,3108,31.36506324718193,-110.94728256136108,block
9096,2023,2023-04-10,knife,attack,not,0,0,unknown,male,40.0,unknown,Ada,ID,Ada County Sheriff's Office,sheriff,1241,37.09024,-95.712891,GoogleLocated_APPROXIMATE
9103,2023,2023-04-10,gun,shoot,unknown,1,1,unknown,male,25.0,Louisville,Jefferson,KY,Louisville Metro Police Department,local_police,583,38.25559880146679,-85.74716697994438,address
9109,2023,2023-04-11,gun,threat,foot,0,0,unknown,male,18.0,Apex,Wake,NC,North Carolina State Bureau of Investigation,state_police,3026,35.747782564936,-78.83029027116395,address
9110,2023,2023-04-11,unarmed,attack,car,0,0,Black,male,40.0,Houston,Harris,TX,Houston Police Department,local_police,102,29.6265468243072,-95.33873493557316,address
9111,2023,2023-04-12,undetermined,flee,car,0,0,unknown,male,36.0,Blackfoot,Bingham,ID,Blackfoot Police Department,local_police,2208,43.19047090000001,-112.3449773,GoogleLocated_APPROXIMATE
9112,2023,2023-04-12,gun,shoot,not,0,0,White,male,49.0,German Township,Vanderburgh,IN,Vanderburgh County Sheriff's Office,sheriff,26773,38.051717462068105,-87.6716981137123,intersection
9113,2023,2023-04-12,gun,shoot,car,0,0,White,male,36.0,unknown,Brevard,FL,Brevard County Sheriff's Office,sheriff,28,27.6648274,-81.5157535,GoogleLocated_APPROXIMATE
9169,2023,2023-04-12,knife,attack,foot,0,1,White,male,38.0,Jacksonville,Duval,FL,Jacksonville Sheriff's Office,sheriff,17,30.3321838,-81.65565099999999,GoogleLocated_APPROXIMATE
9130,2023,2023-04-13,replica,threat,unknown,0,1,unknown,male,19.0,Newark,Alameda,CA,Newark Police Department,local_police,1064,37.52402114086236,-122.0057957184516,address
9131,2023,2023-04-13,knife,threat,not,0,0,unknown,male,23.0,Riverdale,Clayton,GA,Riverdale Police Department,local_police,3027,33.5726113,-84.4132594,GoogleLocated_APPROXIMATE
9135,2023,2023-04-13,gun,point,not,0,1,unknown,male,78.0,New York,Kings,NY,New York Police Department,local_police,298,40.68439231628589,-73.9353034,intersection
9129,2023,2023-04-14,gun,point,foot,0,0,unknown,male,,Perris,Riverside,CA,Riverside County Sheriff's Office,sheriff,3299,33.72462972148566,-117.27305779360192,block
9133,2023,2023-04-14,gun,shoot,not,0,0,White,male,45.0,unknown,Amelia,VA,Amelia County Sheriff's Office,sheriff,4113,37.29513557866238,-77.95828586384073,block
9134,2023,2023-04-14,gun,point,foot,0,1,unknown,male,16.0,Toledo,Lucas,OH,Toledo Police Department,local_police,1867,41.69680948617629,-83.56035719026454,intersection
9136,2023,2023-04-14,gun,shoot,not,0,0,Hispanic,male,38.0,Northglenn,Adams,CO,Thornton Police Department,local_police,1184,39.903586091917234,-104.98405422840526,block
9128,2023,2023-04-15,gun,threat,foot,0,1,unknown,male,24.0,Chicago,Cook,IL,Chicago Police Department,local_police,265,41.87259671307385,-87.7212202447626,block
9132,2023,2023-04-15,gun,shoot,unknown,0,1,unknown,male,34.0,Cyrus,Pope,MN,Pope County Sheriff's Office,sheriff,21945,45.6146825,-95.73810259999999,GoogleLocated_APPROXIMATE
9137,2023,2023-04-15,replica,threat,foot,0,0,unknown,male,42.0,Follansbee,Brooke,WV,Brooke County Sheriff's Office,sheriff,5974,40.32787681986413,-80.59305500782253,block
9126,2023,2023-04-16,knife,threat,not,1,1,unknown,male,35.0,Albuquerque,Bernalillo,NM,Bernalillo County Sheriff's Department,sheriff,469,34.99641244483638,-106.70512220773048,block
9127,2023,2023-04-16,gun,shoot,not,0,1,unknown,male,26.0,Scottsdale,Maricopa,AZ,Scottsdale Police Department,local_police,510,33.47190846678423,-111.9030389800237,address
9138,2023,2023-04-16,unarmed,undetermined,foot,0,0,unknown,male,,Tulare,Tulare,CA,Tulare Police Department,local_police,2106,36.2077288,-119.3473379,GoogleLocated_APPROXIMATE
9139,2023,2023-04-17,undetermined,unknown,unknown,0,0,White,male,46.0,Plano,Warren,KY,Kentucky State Police,state_police,130,36.8803192,-86.4183247,GoogleLocated_APPROXIMATE
9140,2023,2023-04-18,other,threat,not,0,0,unknown,male,52.0,Kent,King,WA,Kent Police Department,local_police,1487,47.36935494709314,-122.17867981284482,block
9141,2023,2023-04-18,unknown,threat,unknown,0,0,unknown,male,64.0,Tuscumbia,Colbert,AL,Tuscumbia Police Department,local_police,2737,34.71772954646213,-87.73877330899516,address
9155,2023,2023-04-18,gun,shoot,car,0,0,unknown,male,,Jacksonville,Duval,FL,Jacksonville Sheriff's Office,sheriff,17,30.140962707017064,-81.53181336951677,address
9142,2023,2023-04-19,gun,threat,unknown,0,0,White,male,48.0,Bristol,Sullivan,TN,Sullivan County Sheriff's Office,sheriff,2408,36.568091460302725,-82.25813906325043,address
9151,2023,2023-04-19,gun,threat,not,0,0,Black,male,43.0,Kansas City,Jackson,MO,Kansas City Police Department,local_police,201,39.07623099338152,-94.52577922871704,block
9152,2023,2023-04-20,gun,shoot,car,0,1,Black,male,46.0,Indianapolis,Marion,IN,Indianapolis Police Department,local_police,13886,39.81150744231324,-86.00973429579071,block
9154,2023,2023-04-20,knife,threat,unknown,0,0,unknown,male,25.0,unknown,Travis,TX,Manor Police Department,local_police,16521,31.9685988,-99.9018131,GoogleLocated_APPROXIMATE
9148,2023,2023-04-21,undetermined,unknown,unknown,1,0,unknown,unknown,,unknown,Polk,MO,Polk County Sheriff's Office,sheriff,21902,37.9642529,-91.8318334,GoogleLocated_APPROXIMATE
9150,2023,2023-04-21,gun,threat,unknown,0,1,unknown,male,,Dolton,Cook,IL,Dolton Police Department,local_police,1341,41.632576869851775,-87.60683889138652,block
9156,2023,2023-04-21,gun,threat,unknown,0,0,unknown,unknown,,Grand Rapids,Wood,WI,Grand Rapids Police Department,local_police,12101,44.365994919238695,-89.78668613380216,intersection
9145,2023,2023-04-22,gun,threat,unknown,0,0,White,male,48.0,Bixby,Tulsa,OK,Bixby Police Department,local_police,2246,36.00196059249378,-95.88661717010456,address
9146,2023,2023-04-22,gun,point,unknown,0,0,unknown,male,,Metairie,Jefferson,LA,Jefferson Parish Sheriff's Office,sheriff,88,29.990364619625304,-90.18890663388662,block
9147,2023,2023-04-22,gun,point,not,0,1,unknown,male,64.0,Mesquite,Dallas,TX,Mesquite Police Department,local_police,892,32.76679550000001,-96.5991593,GoogleLocated_APPROXIMATE
9149,2023,2023-04-22,gun,shoot,unknown,0,0,White,male,30.0,West Jordan,Salt Lake,UT,West Jordan Police Department,local_police,751,40.59378759109571,-111.9695530323222,address
9160,2023,2023-04-22,vehicle,attack,car,0,0,unknown,male,27.0,Mena,Polk,AR,Mena Police Department,local_police,1104,34.57302928342412,-94.24652521534408,address
9144,2023,2023-04-23,undetermined,unknown,unknown,0,0,unknown,unknown,,Pineville,Rapides,LA,Pineville Police Department,local_police,21677,31.20717467825607,-92.14948916361216,block
9153,2023,2023-04-23,unknown,attack,not,0,0,Black,male,33.0,Shreveport,Caddo,LA,Shreveport Police Department,local_police,772,32.43540491126322,-93.78310504631222,intersection
9161,2023,2023-04-23,knife,move,not,0,0,unknown,male,39.0,Lithia Springs,Douglas,GA,Douglas County Sheriff's Department,sheriff,986,33.7939953,-84.6604899,GoogleLocated_APPROXIMATE
9143,2023,2023-04-24,gun,threat,foot,0,1,White,male,40.0,Weldon Spring,St. Charles,MO,St. Charles Police Department,local_police,3637,38.713386,-90.6892929,GoogleLocated_APPROXIMATE
9157,2023,2023-04-24,knife,threat,unknown,0,0,unknown,male,26.0,Old Bridge,Middlesex,NJ,Old Bridge Police Department,local_police,293,40.4128551,-74.307282,GoogleLocated_APPROXIMATE
9158,2023,2023-04-24,gun,shoot,car,0,0,unknown,male,20.0,unknown,Clackamas,OR,Portland Police Department,local_police,618,45.44397717453866,-122.57771100487405,block
9159,2023,2023-04-24,unarmed,attack,unknown,0,0,unknown,male,31.0,Lumberton,Robeson,NC,Lumberton Police Department,local_police,28833,34.61182309560196,-78.97953895759636,block
9170,2023,2023-04-24,knife,move,not,0,0,White,male,27.0,St. Ignatius,Lake,MT,Lake County Sheriff's Office,sheriff,15100,47.3199306,-114.0939979,GoogleLocated_APPROXIMATE
9163,2023,2023-04-26,undetermined,unknown,unknown,0,0,Black,male,25.0,Kansas City,Wyandotte,KS,Kansas City Police Department,local_police,2169,39.072192983957216,-94.64015490892857,intersection
9164,2023,2023-04-26,gun,shoot,unknown,0,0,unknown,male,,Missouri City,Fort Bend,TX,Missouri City Police Department,local_police,2291,29.566581806483548,-95.53807046581797,block
9167,2023,2023-04-26,gun,threat,not,0,0,White,male,32.0,Placerville,El Dorado,CA,El Dorado County Sheriff's Office,sheriff,10006,38.73066698150726,-120.78280598651178,intersection
9171,2023,2023-04-26,gun,shoot,car,0,0,unknown,male,,unknown,Riverside,CA,Riverside County Sheriff's Department,sheriff,267,33.72592795368336,-117.2968973769404,intersection
9162,2023,2023-04-27,gun,threat,not,0,0,Asian Heritage,male,33.0,Minneapolis,Hennepin,MN,Federal Bureau of Investigation,federal,10628,45.02229660690932,-93.29307625776244,block
9165,2023,2023-04-27,gun,shoot,foot,0,0,Black,male,34.0,Atlanta,Fulton,GA,Atlanta Police Department,local_police,447,33.747621945669415,-84.3491978481058,intersection
9166,2023,2023-04-27,gun,threat,not,0,0,unknown,male,,Bynum,Hill,TX,Hill County Sheriff's Department,sheriff,3332,31.966973998677823,-97.00384698962203,block
9186,2023,2023-04-27,gun,shoot,not,0,1,unknown,male,66.0,North Ogden,Weber,UT,North Ogden Police Department,local_police,19686,41.31846807051358,-111.93934786142452,address
9168,2023,2023-04-28,gun,shoot,foot,0,1,unknown,male,20.0,Dallas,Dallas,TX,Dallas Police Department,local_police,330,32.76368672352501,-96.6655686058403,intersection
9174,2023,2023-04-28,gun,shoot,not,0,0,unknown,male,52.0,Ozark,Christian,MO,Christian County Sheriff's Office,sheriff,3581,37.020919034525626,-93.20520198789777,address
9176,2023,2023-04-28,knife,threat,not,0,1,unknown,male,24.0,Oxnard,Ventura,CA,Oxnard Police Department,local_police,15,34.19502241872382,-119.17565713488338,address
9195,2023,2023-04-28,undetermined,unknown,unknown,0,0,unknown,male,47.0,Grand Junction,Mesa,CO,Mesa County Sheriff's Office,sheriff,2439,39.07736195120775,-108.52661638246974,address
9196,2023,2023-04-28,gun,shoot,unknown,0,0,unknown,male,33.0,Thermopolis,Hot Springs,WY,Thermopolis Police Department,local_police,25665,43.6369491676065,-108.2224177226161,address
9173,2023,2023-04-29,gun,shoot,other,0,0,unknown,male,17.0,Winton,Merced,CA,Merced County Sheriff's Department,sheriff,1003,37.38945549064104,-120.610550364418,intersection
9177,2023,2023-04-29,gun,shoot,car,0,0,unknown,male,23.0,Happy Valley,Clackamas,OR,Clackamas County Sheriff's Office,sheriff,277,45.4412329,-122.5125279,GoogleLocated_APPROXIMATE
9178,2023,2023-04-29,unarmed,flee,foot,0,0,Hispanic,male,,unknown,Glenn,CA,California Highway Patrol,state_police,266,39.62428508095728,-122.20521421214596,intersection
9179,2023,2023-04-29,gun,shoot,unknown,0,0,unknown,male,24.0,Greeley,Weld,CO,Greeley Police Department,local_police,593,40.411346664822105,-104.72460870400216,block
9172,2023,2023-04-30,knife,threat,not,1,1,unknown,male,40.0,Molokai,Maui,HI,Maui Police Department,local_police,695,21.1443935,-157.0226297,GoogleLocated_APPROXIMATE
9175,2023,2023-05-01,gun,shoot,car,0,0,White,male,33.0,Hardeeville,Jasper,SC,Hardeeville Police Department,local_police,1317,32.2871413,-81.08066649999999,GoogleLocated_APPROXIMATE
9182,2023,2023-05-01,gun,shoot,not,0,0,unknown,male,47.0,Cordova,Walker,AL,Gardendale Police Department,local_police,11518,33.76077869844143,-87.18565738119865,address
9183,2023,2023-05-01,knife,attack,unknown,0,0,unknown,unknown,,Denver,Denver,CO,Denver Police Department,local_police,106,39.6796251626516,-104.90819867510606,block
9187,2023,2023-05-01,gun,shoot,not,0,0,White,male,35.0,Lincoln,Lancaster,NE,Nebraska State Patrol,state_police,2738,40.81442810369805,-96.76064910869246,address
9194,2023,2023-05-02,gun,shoot,not,0,1,unknown,male,39.0,San Antonio,Bexar,TX,Bexar County Sheriff's Office,sheriff,580,29.687603438539853,-98.4203735672446,block
9203,2023,2023-05-02,undetermined,unknown,unknown,0,0,Black,male,41.0,El Dorado,Union,AR,Union County Sheriff's Department,sheriff,249,33.20884874662969,-92.67179593440504,intersection
9180,2023,2023-05-03,gun,threat,not,0,0,Black,male,38.0,Sanford,Seminole,FL,Seminole County Sheriff's Office,sheriff,2766,28.780592587791222,-81.27343027035805,address
9181,2023,2023-05-03,gun,shoot,not,0,0,White,male,38.0,unknown,George,MS,George County Sheriff's Department,sheriff,39,37.09024,-95.712891,GoogleLocated_APPROXIMATE
9191,2023,2023-05-03,gun,threat,not,1,0,unknown,male,39.0,Yakima,Yakima,WA,Yakima Police Department,local_police,1303,46.603699267515,-120.49352232624364,block
9192,2023,2023-05-03,unarmed,move,unknown,0,1,unknown,male,46.0,Houston,Harris,TX,Houston Police Department,local_police,102,29.781407187658576,-95.30527103884366,address
9193,2023,2023-05-03,gun,threat,foot,0,0,Black,male,29.0,Newark,Essex,NJ,Newark Police Department,local_police,1473,40.70982108150032,-74.1974151946333,intersection
9185,2023,2023-05-04,vehicle,attack,car,0,0,White,male,29.0,unknown,Bryan,GA,Georgia Department of Public Safety,state_police,11673,32.1574351,-82.90712300000001,GoogleLocated_APPROXIMATE
9189,2023,2023-05-04,gun,threat,unknown,0,0,unknown,male,15.0,Herrick Township,Bradford,PA,Pennsylvania State Police,state_police,19,41.737889,-75.5160235,GoogleLocated_APPROXIMATE
9190,2023,2023-05-04,gun,point,foot,0,1,Black,male,33.0,Philadelphia,Philadelphia,PA,Philadelphia Police Department,local_police,671,39.98602828629328,-75.15325481707117,block
9188,2023,2023-05-05,gun,threat,other,0,0,Hispanic,male,32.0,Los Angeles,Los Angeles,CA,Los Angeles Police Department,local_police,38,34.031836481811965,-118.25942510024896,intersection
9199,2023,2023-05-06,unknown,point,unknown,0,0,White,male,,Bonham,Fannin,TX,Bonham Police Department,local_police,1708,33.59726740035067,-96.17715209659866,address
9200,2023,2023-05-06,gun,point,unknown,0,0,unknown,male,61.0,Temperance,Monroe,MI,Michigan State Police,state_police,479,41.7792144,-83.5688244,GoogleLocated_APPROXIMATE
9208,2023,2023-05-06,gun,shoot,unknown,0,0,Hispanic,male,33.0,Allen,Collin,TX,Allen Police Department,local_police,1555,33.129968853923295,-96.66137781487812,address
9184,2023,2023-05-07,gun,shoot,unknown,0,1,Black,male,28.0,Ravenel,Charleston,SC,Charleston County Sheriff's Office,sheriff,535,32.78090318673235,-80.18756345326004,address
9197,2023,2023-05-07,knife,threat,not,0,0,White,male,53.0,Pensacola,Escambia,FL,Escambia County Sheriff's Office,sheriff,1080,30.48989963270539,-87.33047381797537,block
9201,2023,2023-05-07,gun,point,car,0,0,unknown,male,,Round Rock,Williamson,TX,Texas Department of Public Safety,state_police,951,30.5082551,-97.678896,GoogleLocated_APPROXIMATE
9202,2023,2023-05-07,gun,point,not,1,0,unknown,male,,Plant City,Hillsborough,FL,Plant City Police Department,local_police,1799,27.988621241580027,-82.11581503069714,address
9210,2023,2023-05-07,gun,point,car,0,0,White,male,45.0,Wichita Falls,Wichita,TX,Archer County Sheriff's Office,sheriff,4294,33.86751829463337,-98.4682845949826,intersection
9198,2023,2023-05-08,knife,threat,not,0,0,unknown,male,,Burlington,Alamance,NC,Alamance County Sheriff's Office,sheriff,2168,36.0959604,-79.43725119999999,GoogleLocated_APPROXIMATE
9204,2023,2023-05-08,gun,threat,car,0,0,Black,male,49.0,Detroit,Wayne,MI,Southfield Police Department,local_police,24434,42.43081149754392,-83.18738532022104,intersection
9205,2023,2023-05-08,knife,threat,unknown,0,0,unknown,male,,Apple Valley,San Bernardino,CA,San Bernardino County Sheriff's Department,sheriff,236,34.47150795500584,-117.1901842963482,intersection
9206,2023,2023-05-08,undetermined,unknown,unknown,0,0,White,male,43.0,unknown,Okmulgee,OK,Okmulgee County Sheriff's Office,sheriff,1073,35.624480433852824,-95.9240293344817,intersection
9207,2023,2023-05-08,gun,threat,not,0,1,White,male,30.0,High Point,Guilford,NC,High Point Police Department,local_police,2185,35.9556923,-80.0053176,GoogleLocated_APPROXIMATE
9209,2023,2023-05-09,gun,shoot,not,0,0,unknown,male,23.0,unknown,Jefferson,IL,Illinois State Troopers,state_police,13753,40.6331249,-89.3985283,GoogleLocated_APPROXIMATE
9219,2023,2023-05-09,undetermined,attack,foot,0,1,Native American,male,,Tempe,Maricopa,AZ,Tempe Police Department,local_police,247,33.4255104,-111.9400054,GoogleLocated_APPROXIMATE
9218,2023,2023-05-10,gun,shoot,unknown,0,0,unknown,male,29.0,Cameron,Milam,TX,Texas Department of Public Safety,state_police,951,30.85404692196644,-96.97158373346063,block
9211,2023,2023-05-11,gun,attack,car,0,1,Black,male,38.0,Alexandria,Fairfax,VA,Fairfax County Police Department,local_police,1612,38.7836803827197,-77.07475017066801,block
9212,2023,2023-05-11,gun,shoot,car,0,0,unknown,male,30.0,Denham Springs,Livingston,LA,Livingston Parish Sheriff's Office,sheriff,1485,30.48685639999999,-90.95621249999999,GoogleLocated_APPROXIMATE
9217,2023,2023-05-11,gun,point,unknown,0,0,White,male,83.0,Kissimmee,Osceola,FL,Osceola County Sheriff's Department,sheriff,1748,28.28990376555879,-81.32438233436307,intersection
9215,2023,2023-05-12,gun,shoot,unknown,0,0,unknown,male,63.0,New Center,Sevier,TN,Sevier County Sheriff's Office,sheriff,1033,35.8824631,-83.4365576,GoogleLocated_GEOMETRIC_CENTER
9220,2023,2023-05-12,gun,point,unknown,0,0,unknown,male,40.0,Irving,Dallas,TX,Irving Police Department,local_police,955,32.8140177,-96.9488945,GoogleLocated_APPROXIMATE
9213,2023,2023-05-13,knife,threat,not,0,1,unknown,male,,Houston,Harris,TX,Houston Police Department,local_police,102,29.830218352191824,-95.37571125512932,block
9214,2023,2023-05-13,gun,point,not,0,1,unknown,male,57.0,Fort Worth,Tarrant,TX,Fort Worth Police Department,local_police,116,32.79590283071383,-97.3857760261849,block
9216,2023,2023-05-13,gun,point,unknown,0,0,unknown,male,76.0,Senoia,Coweta,GA,Coweta County Sheriff's Department,sheriff,1285,33.3230652079761,-84.61367935273148,block
9222,2023,2023-05-15,gun,threat,not,0,0,unknown,male,27.0,West Palm Beach,Palm Beach,FL,West Palm Beach Police Department,local_police,3226,26.7163445157722,-80.10104258403678,address
9226,2023,2023-05-15,gun,shoot,foot,0,1,unknown,male,18.0,Farmington,San Juan,NM,Farmington Police Department,local_police,1997,36.73644545720244,-108.2024398115026,block
9221,2023,2023-05-16,gun,point,unknown,0,0,unknown,male,,Meridian,Lauderdale,MS,Meridian Police Department,local_police,1935,32.36791507804175,-88.6668408095095,address
9224,2023,2023-05-16,knife,point,not,0,0,unknown,female,43.0,North Las Vegas,Clark,NV,North Las Vegas Police Department,local_police,493,36.222740158384944,-115.1602332462026,block
9225,2023,2023-05-16,knife,point,not,0,0,Hispanic,male,59.0,Caruthers,Fresno,CA,Fresno County Sheriff's Office,sheriff,598,36.54279540549739,-119.83271770558014,intersection
9228,2023,2023-05-17,gun,point,unknown,0,0,unknown,male,40.0,Point Hope,North Slope,AK,North Slope Borough Police Department,local_police,1091,68.3489178,-166.7397323,GoogleLocated_APPROXIMATE
9230,2023,2023-05-17,gun,shoot,not,0,0,unknown,male,86.0,Mequon,Ozaukee,WI,Mequon Police Department,local_police,17362,43.265277862996776,-87.95043933650905,block
9231,2023,2023-05-17,gun,point,unknown,0,0,unknown,male,30.0,Shawnee,Pottawatomie,OK,Shawnee Police Department,local_police,23825,35.32282439521547,-96.9171313248249,intersection
9227,2023,2023-05-18,unarmed,attack,car,0,0,unknown,male,30.0,unknown,Harrison,MS,Harrison County Board of Supervisors Patrol,local_other,28834,30.52147964875276,-88.97513523667071,intersection
9229,2023,2023-05-18,knife,threat,not,0,0,unknown,male,,Bastrop,Morehouse,LA,Bastrop Police Department,local_police,2435,32.77157172579663,-91.92990827519884,address
9236,2023,2023-05-18,unarmed,move,not,0,1,Native American,male,58.0,Tohono O'odham Nation Reservation,unknown,AZ,U.S. Customs and Border Patrol,federal,1304,31.98868959999999,-112.047637,GoogleLocated_APPROXIMATE
9233,2023,2023-05-19,gun,point,unknown,0,0,Black,male,39.0,Orange Park,Clay,FL,Jacksonville Sheriff's Office,sheriff,17,30.176323320580757,-81.70160481039454,block
9234,2023,2023-05-19,gun,threat,unknown,0,0,unknown,male,42.0,Guadalupe,Maricopa,AZ,Maricopa County Sheriff's Department,sheriff,944,33.3637335,-111.9631063,GoogleLocated_APPROXIMATE
9235,2023,2023-05-19,undetermined,unknown,unknown,0,0,unknown,male,,Carson City,Carson City,NV,Washoe Tribal Police Department,local_police,27398,39.1637984,-119.7674034,GoogleLocated_APPROXIMATE
9237,2023,2023-05-19,gun,shoot,unknown,0,0,unknown,male,40.0,Kansas City,Jackson,MO,Kansas City Police Department,local_police,201,39.09318814456052,-94.59785124790132,intersection
9239,2023,2023-05-19,gun,shoot,unknown,0,0,White,male,31.0,Lincoln,Washington,AR,U.S. Marshals Service,federal,26242,35.9475984,-94.4234685,GoogleLocated_APPROXIMATE
9240,2023,2023-05-19,knife,threat,not,0,0,unknown,male,23.0,Midland,Midland,TX,Midland Police Department,local_police,562,31.97655873343812,-102.0576680279814,block
9241,2023,2023-05-19,gun,threat,not,0,1,unknown,male,40.0,San Francisco,San Francisco,CA,San Francisco Police Department,local_police,196,37.73355411855647,-122.4277642120517,block
9242,2023,2023-05-19,gun,shoot,foot,0,0,unknown,male,24.0,Everett,Snohomish,WA,Snohomish County Sheriff's Office,sheriff,522,48.00541972316497,-122.19021689586864,block
9246,2023,2023-05-20,unarmed,attack,unknown,0,0,unknown,male,51.0,Fountain,El Paso,CO,Fountain Police Department,local_police,813,38.682219,-104.7008056,GoogleLocated_APPROXIMATE
9238,2023,2023-05-21,gun,shoot,foot,0,0,unknown,male,,Trinidad,Las Animas,CO,Trinidad Police Department,local_police,435,37.17644415485846,-104.51824325350805,address
9232,2023,2023-05-22,gun,shoot,foot,0,1,Black,male,38.0,Racine,Racine,WI,Racine Police Department,local_police,2035,42.72378023451746,-87.80374191214189,block
9247,2023,2023-05-22,gun,point,not,0,0,White,male,63.0,Sebring,Highlands,FL,Highlands County Sheriff's Department,sheriff,2695,27.44997756809056,-81.31724412887549,address
9248,2023,2023-05-22,gun,point,car,0,0,White,male,32.0,Reading,Hamilton,OH,Amberley Village Police Department,local_police,4105,39.22391589026408,-84.43811026863312,block
9243,2023,2023-05-23,gun,threat,not,0,1,unknown,male,68.0,Columbia,Marion,MS,Marion County Sheriff's Office,sheriff,16659,31.2524566,-89.83542829999999,GoogleLocated_APPROXIMATE
9245,2023,2023-05-23,undetermined,flee,car,0,0,White,female,36.0,unknown,Cocke,TN,Parrottsville Police Department,local_police,28835,35.5174913,-86.5804473,GoogleLocated_APPROXIMATE
9253,2023,2023-05-23,vehicle,move,not,0,0,unknown,male,53.0,Donna,Hidalgo,TX,Hidalgo County Sheriff's Office,sheriff,308,26.253549971827475,-98.06033158960052,block
9254,2023,2023-05-23,gun,shoot,not,0,0,Native American,male,23.0,Clifton Park,Saratoga,NY,Saratoga County Sheriff's Department,sheriff,619,42.80959944261388,-73.79568293267656,address
9244,2023,2023-05-24,gun,threat,car,0,1,unknown,male,52.0,Johnston,Providence,RI,Cranston Police Department,local_police,1946,41.78899197125016,-71.50640177226335,road
9249,2023,2023-05-24,gun,shoot,car,0,0,unknown,male,38.0,Geneva,Kane,IL,Kane County Sheriff's Office,sheriff,14469,41.865156810338,-88.34050233276207,intersection
9251,2023,2023-05-24,gun,threat,car,0,0,unknown,female,44.0,Oklahoma City,Oklahoma,OK,U.S. Marshals Service,federal,2055,35.51989982355292,-97.59673197284631,intersection
9252,2023,2023-05-24,blunt_object,threat,unknown,1,1,White,male,55.0,Des Plaines,Cook,IL,Des Plaines Police Department,local_police,2715,42.03717063577407,-87.88970008070947,block
9250,2023,2023-05-25,blunt_object,threat,other,0,0,White,male,48.0,Kernersville,Forsyth,NC,Forsyth County Sheriff's Department,sheriff,2772,36.1198588,-80.07365329999999,GoogleLocated_APPROXIMATE
9261,2023,2023-05-25,gun,threat,car,0,0,unknown,male,38.0,Mission,Hidalgo,TX,Mission Police Department,local_police,1123,26.19973637285481,-98.30401514955388,intersection
9264,2023,2023-05-25,gun,shoot,unknown,0,1,unknown,female,25.0,Tallahassee,Leon,FL,Tallahassee Police Department,local_police,311,30.44496341288027,-84.21622520970044,address
9266,2023,2023-05-25,gun,point,unknown,0,0,unknown,male,36.0,Boulder,Boulder,CO,Boulder Police Department,local_police,1272,40.00007316449373,-105.27115568556648,block
9260,2023,2023-05-26,gun,threat,unknown,1,1,unknown,male,26.0,Manchester,Hillsborough,NH,Manchester Police Department,local_police,2443,42.99867513975789,-71.4355936530511,address
9259,2023,2023-05-27,knife,point,not,0,1,Hispanic,male,47.0,Burbank,Los Angeles,CA,Burbank Police Department,local_police,1792,34.17131426443793,-118.3029120490168,block
9263,2023,2023-05-27,gun,point,not,0,0,Black,male,36.0,Lithonia,DeKalb,GA,DeKalb County Police Department,local_police,329,33.71785592078236,-84.13314325594341,address
9256,2023,2023-05-28,unarmed,attack,other,0,0,White,male,46.0,Kennett,Dunklin,MO,Kennett Police Department,local_police,14596,36.2361762,-90.0556493,GoogleLocated_APPROXIMATE
9273,2023,2023-05-28,knife,threat,not,0,0,unknown,male,47.0,Fox Lake,Lake,IL,Fox Lake Police Department,local_police,11209,42.40869698036288,-88.17732846059873,block
9258,2023,2023-05-29,gun,threat,unknown,0,1,White,male,60.0,Shreveport,Caddo,LA,Shreveport Police Department,local_police,772,32.442926381727474,-93.70320719447813,block
9262,2023,2023-05-29,knife,threat,not,1,0,Black,male,58.0,Landrum,Spartanburg,SC,Spartanburg County Sheriff's Department,sheriff,163,35.16542671805292,-82.18371404931356,address
9257,2023,2023-05-30,gun,threat,unknown,0,0,White,male,36.0,Pinellas Park,Pinellas,FL,Pinellas Park Police Department,local_police,1335,27.8574369133618,-82.70268054114779,address
9267,2023,2023-05-30,gun,point,foot,0,1,Native American,male,,Rapid City,Pennington,SD,Rapid City Police Department,local_police,617,44.07228287618055,-103.21458071941218,block
9271,2023,2023-05-30,gun,shoot,foot,0,0,White,male,43.0,Vancouver,Clark,WA,Clark County Sheriff's Department,sheriff,1169,45.626834496654745,-122.60170365330588,intersection
9272,2023,2023-05-30,knife,threat,foot,0,1,unknown,male,29.0,Sparks,Washoe,NV,Sparks Police,local_police,1163,39.54187975047028,-119.73691878713498,address
9270,2023,2023-05-31,gun,threat,not,0,0,unknown,male,47.0,unknown,Russell,AL,Russell County Sheriff's Office,sheriff,23144,32.39091193606839,-85.07563490771673,intersection
9268,2023,2023-06-01,gun,threat,not,0,0,unknown,male,21.0,Blue Island,Cook,IL,Blue Island Police Department,local_police,5544,41.6507016524259,-87.67019200396958,block
